,scenario_0,scenario_1,equality
957,Hydraulic leak prevents adequate brake pressure application. [H-4.1],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
958,Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
959,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
960,Autobrake system erroneously applies breaks during takeoff. [H-4.3],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
961,Tire burst during landing roll causes deviation from runway. [H-3],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
962,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],True
963,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
964,Actuator delay results in insufficient braking force during landing. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
965,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Early termination of brake command resulting in extended runway use. [H-4.1],True
966,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
967,Actuator delay results in insufficient braking force during landing. [H-4.1],"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",False
968,Nuclear plant valve malfunction results in unchecked material release. [H-8],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
969,UAV’s data link failure leads to incomplete surveillance mission. [H-7],Ground radar failure results in aircraft collision with ground object. [H-4],False
970,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
971,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Tire burst during landing roll causes deviation from runway. [H-3],False
972,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
973,Nuclear plant valve malfunction results in unchecked material release. [H-8],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
974,Satellite communication error prevents scientific data collection. [H-5],Weather-induced loss of control disrupts mission timeline. [H-4],False
975,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
976,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
977,Power surge in BSCU disrupts normal braking sequence. [H-4.1],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
978,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],True
979,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Nuclear plant valve malfunction results in unchecked material release. [H-8],False
980,Ground radar failure results in aircraft collision with ground object. [H-4],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
981,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
982,Control system failure at nuclear plant leads to dangerous material release. [H-8],Early termination of brake command resulting in extended runway use. [H-4.1],False
983,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",True
984,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Hydraulic control failure results in insufficient braking power application. [H-4.1],False
985,Satellite communication error prevents scientific data collection. [H-5],Early termination of brake command resulting in extended runway use. [H-4.1],False
986,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Nuclear plant valve malfunction results in unchecked material release. [H-8],False
987,Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
988,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
989,Satellite communication error prevents scientific data collection. [H-5],Autopilot disengagement error results in improper descent path. [H-6],False
990,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
991,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Weather-induced loss of control disrupts mission timeline. [H-4],False
992,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Brake system power-off too early interrupting necessary deceleration. [H-4.1],True
993,Control system failure at nuclear plant leads to dangerous material release. [H-8],Weather-induced loss of control disrupts mission timeline. [H-4],False
994,Malfunction in UAV’s navigation system prevents mission completion. [H-7],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
995,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
996,Malfunction in UAV’s navigation system prevents mission completion. [H-7],"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",False
997,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
998,In-flight control system reset results in temporary loss of navigation capabilities. [H-4],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
999,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]","Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
1000,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]","Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1001,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1002,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1003,UAV’s data link failure leads to incomplete surveillance mission. [H-7],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
1004,Autobrake system erroneously applies breaks during takeoff. [H-4.3],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1005,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
1006,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
1007,Control system failure at nuclear plant leads to dangerous material release. [H-8],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
1008,Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1009,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1010,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1011,Control system failure at nuclear plant leads to dangerous material release. [H-8],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],False
1012,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
1013,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
1014,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Brake command transmission delay due to network congestion causes late brake application. [H-4.1],True
1015,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],GPS failure results in UAV deviating from mission path. [H-4],False
1016,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
1017,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1018,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",False
1019,Nuclear plant valve malfunction results in unchecked material release. [H-8],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],False
1020,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
1021,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Weather-induced loss of control disrupts mission timeline. [H-4],False
1022,UAV’s data link failure leads to incomplete surveillance mission. [H-7],"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",True
1023,Satellite communication error prevents scientific data collection. [H-5],Brake system power-off too early interrupting necessary deceleration. [H-4.1],False
1024,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
1025,Satellite communication error prevents scientific data collection. [H-5],Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],False
1026,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],False
1027,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Weather-induced loss of control disrupts mission timeline. [H-4],False
1028,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
1029,Autobrake system erroneously applies breaks during takeoff. [H-4.3],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1030,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
1031,UAV’s data link failure leads to incomplete surveillance mission. [H-7],Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
1032,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
1033,Power surge in BSCU disrupts normal braking sequence. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
1034,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1035,Actuator delay results in insufficient braking force during landing. [H-4.1],Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
1036,Satellite communication error prevents scientific data collection. [H-5],Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],True
1037,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],True
1038,GPS failure results in UAV deviating from mission path. [H-4],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
1039,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Hydraulic failure leads to asymmetric brake application. [H-4.2],False
1040,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1041,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],True
1042,Crew ignores braking system warnings due to unclear procedures. [H-4.1],In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
1043,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
1044,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Power surge in BSCU disrupts normal braking sequence. [H-4.1],True
1045,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],True
1046,Satellite communication error prevents scientific data collection. [H-5],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
1047,Brake command transmission delay due to network congestion causes late brake application. [H-4.1],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1048,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1049,Power surge in BSCU disrupts normal braking sequence. [H-4.1],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1050,Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
1051,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],False
1052,"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
1053,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",True
1054,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
1055,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
1056,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
1057,Malfunction in UAV’s navigation system prevents mission completion. [H-7],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1058,Actuator delay results in insufficient braking force during landing. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
1059,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
1060,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Crew ignores braking system warnings due to unclear procedures. [H-4.1],False
1061,Brake command transmission delay due to network congestion causes late brake application. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
1062,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]","BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",False
1063,"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",Weather-induced loss of control disrupts mission timeline. [H-4],False
1064,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1065,Nuclear plant valve malfunction results in unchecked material release. [H-8],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
1066,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],True
1067,Brake command transmission delay due to network congestion causes late brake application. [H-4.1],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1068,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",False
1069,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]","BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1070,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Tire burst during landing roll causes deviation from runway. [H-3],False
1071,"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",Ground radar failure results in aircraft collision with ground object. [H-4],False
1072,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1073,"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
1074,Hydraulic failure leads to asymmetric brake application. [H-4.2],Weather-induced loss of control disrupts mission timeline. [H-4],False
1075,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
1076,Satellite communication error prevents scientific data collection. [H-5],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1077,Power surge in BSCU disrupts normal braking sequence. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
1078,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]","Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1079,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Hydraulic control failure results in insufficient braking power application. [H-4.1],False
1080,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
1081,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],False
1082,Satellite communication error prevents scientific data collection. [H-5],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1083,Autopilot disengagement error results in improper descent path. [H-6],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1084,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]","Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1085,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
1086,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
1087,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
1088,Control system failure at nuclear plant leads to dangerous material release. [H-8],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1089,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
1090,Actuator delay results in insufficient braking force during landing. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
1091,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Actuator delay results in insufficient braking force during landing. [H-4.1],True
1092,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],True
1093,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]","Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",True
1094,Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1095,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],False
1096,Satellite communication error prevents scientific data collection. [H-5],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],True
1097,Control system failure at nuclear plant leads to dangerous material release. [H-8],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
1098,Early termination of brake command resulting in extended runway use. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
1099,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Tire burst during landing roll causes deviation from runway. [H-3],False
1100,Malfunction in UAV’s navigation system prevents mission completion. [H-7],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1101,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",False
1102,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Malfunction in UAV’s navigation system prevents mission completion. [H-7],False
1103,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
1104,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
1105,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
1106,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
1107,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
1108,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Weather-induced loss of control disrupts mission timeline. [H-4],False
1109,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",True
1110,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
1111,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Autobrake system erroneously applies breaks during takeoff. [H-4.3],True
1112,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],True
1113,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],False
1114,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Early termination of brake command resulting in extended runway use. [H-4.1],False
1115,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1116,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1117,"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1118,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Nuclear plant valve malfunction results in unchecked material release. [H-8],False
1119,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
1120,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],GPS failure results in UAV deviating from mission path. [H-4],True
1121,GPS failure results in UAV deviating from mission path. [H-4],Weather-induced loss of control disrupts mission timeline. [H-4],True
1122,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
1123,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]","Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1124,Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
1125,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1126,Satellite communication error prevents scientific data collection. [H-5],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
1127,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Autopilot disengagement error results in improper descent path. [H-6],False
1128,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1129,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Brake command transmission delay due to network congestion causes late brake application. [H-4.1],False
1130,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
1131,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1132,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],True
1133,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],GPS failure results in UAV deviating from mission path. [H-4],False
1134,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],False
1135,Nuclear plant valve malfunction results in unchecked material release. [H-8],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1136,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Tire burst during landing roll causes deviation from runway. [H-3],False
1137,Satellite communication error prevents scientific data collection. [H-5],Hydraulic leak prevents adequate brake pressure application. [H-4.1],True
1138,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]","Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",True
1139,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Early termination of brake command resulting in extended runway use. [H-4.1],False
1140,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
1141,Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],True
1142,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1143,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
1144,GPS failure results in UAV deviating from mission path. [H-4],Autobrake system erroneously applies breaks during takeoff. [H-4.3],True
1145,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
1146,In-flight control system reset results in temporary loss of navigation capabilities. [H-4],Ground radar failure results in aircraft collision with ground object. [H-4],True
1147,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
1148,Satellite communication error prevents scientific data collection. [H-5],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
1149,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",False
1150,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Hydraulic control failure results in insufficient braking power application. [H-4.1],False
1151,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
1152,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
1153,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Ground radar failure results in aircraft collision with ground object. [H-4],False
1154,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
1155,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],False
1156,Nuclear plant valve malfunction results in unchecked material release. [H-8],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",False
1157,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
1158,Autobrake system erroneously applies breaks during takeoff. [H-4.3],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
1159,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Brake command transmission delay due to network congestion causes late brake application. [H-4.1],True
1160,Crew ignores braking system warnings due to unclear procedures. [H-4.1],UAV’s data link failure leads to incomplete surveillance mission. [H-7],False
1161,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1162,Tire burst during landing roll causes deviation from runway. [H-3],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
1163,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Satellite communication error prevents scientific data collection. [H-5],False
1164,Autobrake system erroneously applies breaks during takeoff. [H-4.3],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
1165,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
1166,Satellite communication error prevents scientific data collection. [H-5],Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],False
1167,UAV’s data link failure leads to incomplete surveillance mission. [H-7],GPS failure results in UAV deviating from mission path. [H-4],True
1168,UAV’s data link failure leads to incomplete surveillance mission. [H-7],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
1169,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],True
1170,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Early termination of brake command resulting in extended runway use. [H-4.1],True
